filename,region,source_category,wikimedia_title,wikimedia_url,license,artist,width,height,status,reject_reason
east_asia_0017.jpg,east_asia,Streets in China,File:Lake - panoramio - 陈宏宇.jpg,https://commons.wikimedia.org/wiki/File:Lake_-_panoramio_-_%E9%99%88%E5%AE%8F%E5%AE%87.jpg,cc by 3.0,陈宏宇,1280,960,rejected,other
east_asia_0018.jpg,east_asia,Streets in China,File:Lei Feng Road 1.jpg,https://commons.wikimedia.org/wiki/File:Lei_Feng_Road_1.jpg,cc0,H2v5o68z,4000,3000,rejected,other
east_asia_0019.jpg,east_asia,Streets in China,File:Leshan snack Lan.jpg,https://commons.wikimedia.org/wiki/File:Leshan_snack_Lan.jpg,cc by-sa 4.0,Linziyu1823,3024,3024,kept,
east_asia_0020.jpg,east_asia,Streets in China,File:Liuzhou.jpg,https://commons.wikimedia.org/wiki/File:Liuzhou.jpg,cc by-sa 4.0,Hhhlx,1918,1705,kept,
east_asia_0021.jpg,east_asia,Streets in China,File:Luodai-03.jpg,https://commons.wikimedia.org/wiki/File:Luodai-03.jpg,public domain,"This image was produced by me, David Castor (user:dcastor). The pictures I submit to the Wikipedia Project are released to the public domain. This gives you the right to use them in any way you like, ",3731,2487,kept,
east_asia_0022.jpg,east_asia,Streets in China,File:Luodai-04.jpg,https://commons.wikimedia.org/wiki/File:Luodai-04.jpg,public domain,"This image was produced by me, David Castor (user:dcastor). The pictures I submit to the Wikipedia Project are released to the public domain. This gives you the right to use them in any way you like, ",3606,2403,kept,
east_asia_0023.jpg,east_asia,Streets in China,File:Main Street Of Pailou.jpg,https://commons.wikimedia.org/wiki/File:Main_Street_Of_Pailou.jpg,public domain,Tommy Gao at English Wikipedia,1600,1200,rejected,other
east_asia_0024.jpg,east_asia,Streets in China,File:Main Street Qishi North.JPG,https://commons.wikimedia.org/wiki/File:Main_Street_Qishi_North.JPG,cc by-sa 3.0,Deutsch Fetisch,2048,1536,rejected,other
east_asia_0025.jpg,east_asia,Streets in China,File:Main Street Qishi South.JPG,https://commons.wikimedia.org/wiki/File:Main_Street_Qishi_South.JPG,cc by-sa 3.0,Deutsch Fetisch,2048,1536,rejected,other
east_asia_0026.jpg,east_asia,Streets in China,File:Old construction in Chinese countryside.jpg,https://commons.wikimedia.org/wiki/File:Old_construction_in_Chinese_countryside.jpg,public domain,enky,1818,1228,kept,
east_asia_0027.jpg,east_asia,Streets in China,File:Original Element Creative Industry Design Center.jpg,https://commons.wikimedia.org/wiki/File:Original_Element_Creative_Industry_Design_Center.jpg,cc by-sa 4.0,WKDx417,3264,1836,kept,
east_asia_0028.jpg,east_asia,Streets in China,File:Pingyao marketstreet.jpg,https://commons.wikimedia.org/wiki/File:Pingyao_marketstreet.jpg,cc by-sa 3.0,severin.stalder,4201,2790,kept,
east_asia_0029.jpg,east_asia,Streets in China,File:Poles Next to the Street in Shenzhen on 13 November 2025 by Vincent Yang.jpg,https://commons.wikimedia.org/wiki/File:Poles_Next_to_the_Street_in_Shenzhen_on_13_November_2025_by_Vincent_Yang.jpg,cc by 4.0,Vincent4486,6048,4032,kept,
east_asia_0030.jpg,east_asia,Streets in China,File:Qionghai 03.jpg,https://commons.wikimedia.org/wiki/File:Qionghai_03.jpg,public domain,Anna Frodesiak,1229,922,kept,
east_asia_0031.jpg,east_asia,Streets in China,File:S3-dongbinroad-rk1.jpg,https://commons.wikimedia.org/wiki/File:S3-dongbinroad-rk1.jpg,cc by-sa 4.0,A2560862780,4096,2304,rejected,other
east_asia_0032.jpg,east_asia,Streets in China,File:S3-dongbinroad-rk2.jpg,https://commons.wikimedia.org/wiki/File:S3-dongbinroad-rk2.jpg,cc by-sa 4.0,A2560862780,4096,2304,rejected,other
east_asia_0033.jpg,east_asia,Streets in China,File:S3-dongbinroad-sd2.jpg,https://commons.wikimedia.org/wiki/File:S3-dongbinroad-sd2.jpg,cc by-sa 4.0,A2560862780,4096,2304,rejected,other
east_asia_0034.jpg,east_asia,Streets in China,File:Shangri-La cross street of Dawa Road.JPG,https://commons.wikimedia.org/wiki/File:Shangri-La_cross_street_of_Dawa_Road.JPG,cc by-sa 3.0,BrokenSphere,2048,1536,rejected,other
east_asia_0035.jpg,east_asia,Streets in China,File:Shuanglongzhen1.jpg,https://commons.wikimedia.org/wiki/File:Shuanglongzhen1.jpg,cc by-sa 4.0,Shichen,5312,3984,rejected,blurry
east_asia_0036.jpeg,east_asia,Streets in China,File:Street Moment (243598655).jpeg,https://commons.wikimedia.org/wiki/File:Street_Moment_(243598655).jpeg,cc by-sa 3.0,Vision Ease,800,1200,kept,
east_asia_0037.png,east_asia,Streets in China,"File:Street of Congyang between Hui-Style Houses with Decorated Roofs and Carved, Upturned Eaves. Hubei Province, China, 1874 WDL2102.png","https://commons.wikimedia.org/wiki/File:Street_of_Congyang_between_Hui-Style_Houses_with_Decorated_Roofs_and_Carved,_Upturned_Eaves._Hubei_Province,_China,_1874_WDL2102.png",public domain,Adolf Nikolay Boyarsky,1024,1324,rejected,not-a-photo
east_asia_0038.jpg,east_asia,Streets in China,"File:Street scene in Ciqikou, Chongqing.JPG","https://commons.wikimedia.org/wiki/File:Street_scene_in_Ciqikou,_Chongqing.JPG",cc by-sa 4.0,Jpbowen,4000,3000,kept,
east_asia_0039.png,east_asia,Streets in China,"File:The City Gate Tower in Hanzhong Fu, Shaanxi Province, China, 1875 WDL2095.png","https://commons.wikimedia.org/wiki/File:The_City_Gate_Tower_in_Hanzhong_Fu,_Shaanxi_Province,_China,_1875_WDL2095.png",public domain,Adolf Nikolay Boyarsky,1420,1024,rejected,not-a-photo
east_asia_0040.jpg,east_asia,Streets in China,File:Untitled - panoramio - 京城帅哥 (5).jpg,https://commons.wikimedia.org/wiki/File:Untitled_-_panoramio_-_%E4%BA%AC%E5%9F%8E%E5%B8%85%E5%93%A5_(5).jpg,cc by-sa 3.0,京城帅哥,800,600,rejected,other
east_asia_0041.jpg,east_asia,Streets in China,File:Xinyang city view.jpg,https://commons.wikimedia.org/wiki/File:Xinyang_city_view.jpg,cc by 2.0,"Jakob Montrasio-Fan from Shanghai, China",3072,2304,kept,
east_asia_0042.jpg,east_asia,Streets in China,"File:Xitang, China - Housing.jpg","https://commons.wikimedia.org/wiki/File:Xitang,_China_-_Housing.jpg",cc by-sa 3.0,Louisa Salazar,2336,3504,kept,
east_asia_0043.jpg,east_asia,Streets in China,File:俯视永昌路1 - panoramio.jpg,https://commons.wikimedia.org/wiki/File:%E4%BF%AF%E8%A7%86%E6%B0%B8%E6%98%8C%E8%B7%AF1_-_panoramio.jpg,cc by-sa 3.0,爱西固-飓风,2592,1944,kept,
east_asia_0044.jpg,east_asia,Streets in China,File:六郎乡两岔河 - panoramio.jpg,https://commons.wikimedia.org/wiki/File:%E5%85%AD%E9%83%8E%E4%B9%A1%E4%B8%A4%E5%B2%94%E6%B2%B3_-_panoramio.jpg,cc by-sa 3.0,陈小猫,3264,2448,kept,
east_asia_0045.jpg,east_asia,Streets in China,File:华强街-石家庄.jpg,https://commons.wikimedia.org/wiki/File:%E5%8D%8E%E5%BC%BA%E8%A1%97-%E7%9F%B3%E5%AE%B6%E5%BA%84.jpg,cc by-sa 4.0,云在动,2992,4000,rejected,other
east_asia_0046.jpg,east_asia,Streets in China,"File:南沙湿地公园Scenery in GhuangZhou, China - panoramio (1).jpg","https://commons.wikimedia.org/wiki/File:%E5%8D%97%E6%B2%99%E6%B9%BF%E5%9C%B0%E5%85%AC%E5%9B%ADScenery_in_GhuangZhou,_China_-_panoramio_(1).jpg",cc by-sa 3.0,jiang-wen-jie,1000,669,kept,
east_asia_0047.jpg,east_asia,Streets in China,File:宜宾市中山街.jpg,https://commons.wikimedia.org/wiki/File:%E5%AE%9C%E5%AE%BE%E5%B8%82%E4%B8%AD%E5%B1%B1%E8%A1%97.jpg,cc by 4.0,Lzylove,3648,2736,rejected,duplicate
east_asia_0048.jpg,east_asia,Streets in China,File:容县老街区.jpg,https://commons.wikimedia.org/wiki/File:%E5%AE%B9%E5%8E%BF%E8%80%81%E8%A1%97%E5%8C%BA.jpg,cc by-sa 4.0,Chenjianliu ronggao,4032,3024,kept,
east_asia_0049.jpg,east_asia,Streets in China,File:市政府门前 - panoramio.jpg,https://commons.wikimedia.org/wiki/File:%E5%B8%82%E6%94%BF%E5%BA%9C%E9%97%A8%E5%89%8D_-_panoramio.jpg,cc by-sa 3.0,wanghongliu,2048,1536,kept,
east_asia_0050.jpg,east_asia,Streets in China,File:彭集商业街.jpg,https://commons.wikimedia.org/wiki/File:%E5%BD%AD%E9%9B%86%E5%95%86%E4%B8%9A%E8%A1%97.jpg,cc by-sa 4.0,Ngguls,4272,2960,rejected,other
east_asia_0051.jpg,east_asia,Streets in China,File:永乐 - panoramio (1).jpg,https://commons.wikimedia.org/wiki/File:%E6%B0%B8%E4%B9%90_-_panoramio_(1).jpg,cc by 3.0,汗血,1600,1200,rejected,other
east_asia_0052.jpg,east_asia,Streets in China,File:石家庄街景3.jpg,https://commons.wikimedia.org/wiki/File:%E7%9F%B3%E5%AE%B6%E5%BA%84%E8%A1%97%E6%99%AF3.jpg,cc by-sa 4.0,云在动,2048,1024,kept,
east_asia_0053.jpg,east_asia,Streets in China,File:石家庄街道.jpg,https://commons.wikimedia.org/wiki/File:%E7%9F%B3%E5%AE%B6%E5%BA%84%E8%A1%97%E9%81%93.jpg,cc by-sa 4.0,云在动,2992,4000,rejected,other
east_asia_0054.jpg,east_asia,Streets in China,File:资兴新区兴华路×阳安路路口.jpg,https://commons.wikimedia.org/wiki/File:%E8%B5%84%E5%85%B4%E6%96%B0%E5%8C%BA%E5%85%B4%E5%8D%8E%E8%B7%AF%C3%97%E9%98%B3%E5%AE%89%E8%B7%AF%E8%B7%AF%E5%8F%A3.jpg,cc by-sa 4.0,Ninedyz,4160,3120,rejected,other
east_asia_0055.jpg,east_asia,Streets in China,File:越西 车站附近迎宾路 01.jpg,https://commons.wikimedia.org/wiki/File:%E8%B6%8A%E8%A5%BF_%E8%BD%A6%E7%AB%99%E9%99%84%E8%BF%91%E8%BF%8E%E5%AE%BE%E8%B7%AF_01.jpg,cc by-sa 4.0,Liuxingy,6000,4000,rejected,other
east_asia_0056.jpg,east_asia,Streets in China,File:越西 车站附近迎宾路 02.jpg,https://commons.wikimedia.org/wiki/File:%E8%B6%8A%E8%A5%BF_%E8%BD%A6%E7%AB%99%E9%99%84%E8%BF%91%E8%BF%8E%E5%AE%BE%E8%B7%AF_02.jpg,cc by-sa 4.0,Liuxingy,6000,4000,rejected,other
east_asia_0057.jpg,east_asia,Streets in China,File:镇江丹徒区爱民路.jpg,https://commons.wikimedia.org/wiki/File:%E9%95%87%E6%B1%9F%E4%B8%B9%E5%BE%92%E5%8C%BA%E7%88%B1%E6%B0%91%E8%B7%AF.jpg,cc0,Cjsy2026,4096,3072,kept,
east_asia_0058.jpg,east_asia,Streets in Beihai,File:Beihai Old Town View 1.jpg,https://commons.wikimedia.org/wiki/File:Beihai_Old_Town_View_1.jpg,cc by-sa 4.0,Sevgonlernassau,3024,4032,kept,
east_asia_0059.jpg,east_asia,Streets in Beihai,File:Beihai Old Town View 2.jpg,https://commons.wikimedia.org/wiki/File:Beihai_Old_Town_View_2.jpg,cc by-sa 4.0,Sevgonlernassau,3024,4032,kept,
east_asia_0060.jpg,east_asia,Streets in Beihai,File:Beihai Old Town View 3.jpg,https://commons.wikimedia.org/wiki/File:Beihai_Old_Town_View_3.jpg,cc by-sa 4.0,Sevgonlernassau,4032,3024,rejected,other
east_asia_0061.jpg,east_asia,Streets in Beihai,File:Old Town Beihai at Night.jpg,https://commons.wikimedia.org/wiki/File:Old_Town_Beihai_at_Night.jpg,cc by-sa 4.0,Sevgonlernassau,3024,4032,kept,
east_asia_0062.jpg,east_asia,Streets in Beihai,File:俺住的酒店 - panoramio.jpg,https://commons.wikimedia.org/wiki/File:%E4%BF%BA%E4%BD%8F%E7%9A%84%E9%85%92%E5%BA%97_-_panoramio.jpg,cc by 3.0,史氏,2560,1920,kept,
east_asia_0063.jpg,east_asia,Streets in Beihai,File:北海外沙滩区 - panoramio.jpg,https://commons.wikimedia.org/wiki/File:%E5%8C%97%E6%B5%B7%E5%A4%96%E6%B2%99%E6%BB%A9%E5%8C%BA_-_panoramio.jpg,cc by 3.0,史氏,2560,1920,rejected,other
east_asia_0064.jpg,east_asia,Streets in Beihai,File:北海市 百年老街 - panoramio.jpg,https://commons.wikimedia.org/wiki/File:%E5%8C%97%E6%B5%B7%E5%B8%82_%E7%99%BE%E5%B9%B4%E8%80%81%E8%A1%97_-_panoramio.jpg,cc by-sa 3.0,Nyx Ning,4352,2448,kept,
east_asia_0065.jpg,east_asia,Streets in Beihai,File:北海市的大街 - panoramio.jpg,https://commons.wikimedia.org/wiki/File:%E5%8C%97%E6%B5%B7%E5%B8%82%E7%9A%84%E5%A4%A7%E8%A1%97_-_panoramio.jpg,cc by 3.0,史氏,2560,1920,rejected,other
east_asia_0066.jpg,east_asia,Streets in Beihai,File:北海带刺的树 - panoramio.jpg,https://commons.wikimedia.org/wiki/File:%E5%8C%97%E6%B5%B7%E5%B8%A6%E5%88%BA%E7%9A%84%E6%A0%91_-_panoramio.jpg,cc by 3.0,史氏,2736,3648,kept,
east_asia_0067.jpg,east_asia,Streets in Beihai,File:北海海边别墅区 - panoramio.jpg,https://commons.wikimedia.org/wiki/File:%E5%8C%97%E6%B5%B7%E6%B5%B7%E8%BE%B9%E5%88%AB%E5%A2%85%E5%8C%BA_-_panoramio.jpg,cc by 3.0,史氏,2560,1920,kept,
east_asia_0068.jpg,east_asia,Streets in Beihai,File:北海海边的木板路 - panoramio.jpg,https://commons.wikimedia.org/wiki/File:%E5%8C%97%E6%B5%B7%E6%B5%B7%E8%BE%B9%E7%9A%84%E6%9C%A8%E6%9D%BF%E8%B7%AF_-_panoramio.jpg,cc by 3.0,史氏,2560,1920,kept,
east_asia_0069.jpg,east_asia,Streets in Beihai,File:北海的天真蓝 - panoramio.jpg,https://commons.wikimedia.org/wiki/File:%E5%8C%97%E6%B5%B7%E7%9A%84%E5%A4%A9%E7%9C%9F%E8%93%9D_-_panoramio.jpg,cc by 3.0,史氏,2560,1920,rejected,other
east_asia_0070.jpg,east_asia,Streets in Beihai,File:北海的街景 - panoramio (1).jpg,https://commons.wikimedia.org/wiki/File:%E5%8C%97%E6%B5%B7%E7%9A%84%E8%A1%97%E6%99%AF_-_panoramio_(1).jpg,cc by 3.0,史氏,2560,1920,rejected,other
east_asia_0071.jpg,east_asia,Streets in Beihai,File:北海的街景 - panoramio.jpg,https://commons.wikimedia.org/wiki/File:%E5%8C%97%E6%B5%B7%E7%9A%84%E8%A1%97%E6%99%AF_-_panoramio.jpg,cc by 3.0,史氏,2560,1920,rejected,other
east_asia_0072.jpg,east_asia,Streets in Beihai,File:北海的街道 - panoramio.jpg,https://commons.wikimedia.org/wiki/File:%E5%8C%97%E6%B5%B7%E7%9A%84%E8%A1%97%E9%81%93_-_panoramio.jpg,cc by 3.0,史氏,2560,1920,rejected,other
east_asia_0073.jpg,east_asia,Streets in Beihai,File:北海街市绿化 - panoramio.jpg,https://commons.wikimedia.org/wiki/File:%E5%8C%97%E6%B5%B7%E8%A1%97%E5%B8%82%E7%BB%BF%E5%8C%96_-_panoramio.jpg,cc by 3.0,史氏,2560,1920,rejected,other
east_asia_0074.jpg,east_asia,Streets in Beihai,File:度假区 - panoramio.jpg,https://commons.wikimedia.org/wiki/File:%E5%BA%A6%E5%81%87%E5%8C%BA_-_panoramio.jpg,cc by 3.0,史氏,2560,1920,kept,
east_asia_0075.jpg,east_asia,Streets in Beihai,File:清静的北海银滩早晨 - panoramio.jpg,https://commons.wikimedia.org/wiki/File:%E6%B8%85%E9%9D%99%E7%9A%84%E5%8C%97%E6%B5%B7%E9%93%B6%E6%BB%A9%E6%97%A9%E6%99%A8_-_panoramio.jpg,cc by 3.0,史氏,2560,1920,rejected,other
east_asia_0076.jpg,east_asia,Streets in Beihai,File:离开北海时在行驶车内拍的街景 - panoramio.jpg,https://commons.wikimedia.org/wiki/File:%E7%A6%BB%E5%BC%80%E5%8C%97%E6%B5%B7%E6%97%B6%E5%9C%A8%E8%A1%8C%E9%A9%B6%E8%BD%A6%E5%86%85%E6%8B%8D%E7%9A%84%E8%A1%97%E6%99%AF_-_panoramio.jpg,cc by 3.0,史氏,2560,1920,rejected,other
east_asia_0077.jpg,east_asia,Streets in Beihai,File:银滩度假区 - panoramio.jpg,https://commons.wikimedia.org/wiki/File:%E9%93%B6%E6%BB%A9%E5%BA%A6%E5%81%87%E5%8C%BA_-_panoramio.jpg,cc by 3.0,史氏,2560,1920,rejected,other
east_asia_0078.jpg,east_asia,Streets in Beijing,File:2005-07-08 street news.JPG,https://commons.wikimedia.org/wiki/File:2005-07-08_street_news.JPG,cc by-sa 3.0,,3072,2048,kept,
east_asia_0079.jpg,east_asia,Streets in Beijing,File:A man is riding a very loaded tricycle.jpg,https://commons.wikimedia.org/wiki/File:A_man_is_riding_a_very_loaded_tricycle.jpg,cc by-sa 3.0,Stougard,2651,2648,kept,
east_asia_0080.jpg,east_asia,Streets in Beijing,File:A street in Beijing.jpg,https://commons.wikimedia.org/wiki/File:A_street_in_Beijing.jpg,cc by 3.0,ck87,2592,1944,rejected,other
east_asia_0081.jpg,east_asia,Streets in Beijing,File:Beijing (November 2016) - 321.jpg,https://commons.wikimedia.org/wiki/File:Beijing_(November_2016)_-_321.jpg,cc by-sa 4.0,Another Believer,4000,3000,rejected,other
east_asia_0082.jpg,east_asia,Streets in Beijing,File:Beijing - panoramio.jpg,https://commons.wikimedia.org/wiki/File:Beijing_-_panoramio.jpg,cc by 3.0,The Erica Chang,1422,1422,rejected,blurry
east_asia_0083.jpg,east_asia,Streets in Beijing,File:Beijing 03 (4941599696).jpg,https://commons.wikimedia.org/wiki/File:Beijing_03_(4941599696).jpg,cc by 2.0,"Ronnie Macdonald from Chelmsford, United Kingdom",5184,3456,kept,
east_asia_0084.jpg,east_asia,Streets in Beijing,File:Beijing 04 (4941588906).jpg,https://commons.wikimedia.org/wiki/File:Beijing_04_(4941588906).jpg,cc by 2.0,"Ronnie Macdonald from Chelmsford, United Kingdom",5306,3637,kept,
east_asia_0085.jpg,east_asia,Streets in Beijing,File:Beijing 05 (4941025615).jpg,https://commons.wikimedia.org/wiki/File:Beijing_05_(4941025615).jpg,cc by 2.0,"Ronnie Macdonald from Chelmsford, United Kingdom",5184,3456,kept,
east_asia_0086.jpg,east_asia,Streets in Beijing,File:Beijing 29 (4941647982).jpg,https://commons.wikimedia.org/wiki/File:Beijing_29_(4941647982).jpg,cc by 2.0,"Ronnie Macdonald from Chelmsford, United Kingdom",5184,3456,kept,
east_asia_0087.jpg,east_asia,Streets in Beijing,File:Beijing 34 (4941662102).jpg,https://commons.wikimedia.org/wiki/File:Beijing_34_(4941662102).jpg,cc by 2.0,"Ronnie Macdonald from Chelmsford, United Kingdom",5184,3456,kept,
east_asia_0088.jpg,east_asia,Streets in Beijing,File:Beijing photo 02.JPG,https://commons.wikimedia.org/wiki/File:Beijing_photo_02.JPG,cc by-sa 4.0,Olena Zakharian,5184,3456,kept,
east_asia_0089.jpg,east_asia,Streets in Beijing,File:Beijing side street 1.JPG,https://commons.wikimedia.org/wiki/File:Beijing_side_street_1.JPG,cc by 3.0,BrokenSphere,2272,1704,rejected,other
east_asia_0090.jpg,east_asia,Streets in Beijing,File:Beijing side street 2.JPG,https://commons.wikimedia.org/wiki/File:Beijing_side_street_2.JPG,cc by 3.0,BrokenSphere,2272,1704,rejected,other
east_asia_0091.jpg,east_asia,Streets in Beijing,File:Beijing-old-new3.jpg,https://commons.wikimedia.org/wiki/File:Beijing-old-new3.jpg,cc by-sa 3.0,Mathiasv,3072,2304,kept,
east_asia_0092.jpg,east_asia,Streets in Beijing,File:BEIJING.JPG,https://commons.wikimedia.org/wiki/File:BEIJING.JPG,cc by-sa 3.0,螺钉,2032,1524,rejected,other
east_asia_0093.jpg,east_asia,Streets in Beijing,File:BeijingStreet.jpg,https://commons.wikimedia.org/wiki/File:BeijingStreet.jpg,cc by-sa 3.0,Fanghong,1920,2560,kept,
east_asia_0094.jpg,east_asia,Streets in Beijing,File:Bettler peking1.jpg,https://commons.wikimedia.org/wiki/File:Bettler_peking1.jpg,cc by-sa 3.0,Posi66,1532,1024,kept,
east_asia_0095.jpg,east_asia,Streets in Beijing,"File:Black Honda on street in Chaoyang District, Beijing.jpg","https://commons.wikimedia.org/wiki/File:Black_Honda_on_street_in_Chaoyang_District,_Beijing.jpg",cc by-sa 3.0,Daniel Case,4146,3054,rejected,other
east_asia_0096.jpg,east_asia,Streets in Beijing,File:China - Beijing 3 - Tricycles (130846609).jpg,https://commons.wikimedia.org/wiki/File:China_-_Beijing_3_-_Tricycles_(130846609).jpg,cc by 2.0,"McKay Savage from London, UK",2576,1932,kept,
east_asia_0097.jpg,east_asia,Streets in Beijing,File:China's 60th birthday floral design.JPG,https://commons.wikimedia.org/wiki/File:China%27s_60th_birthday_floral_design.JPG,public domain,Scott Meltzer,3008,2000,kept,
east_asia_0098.jpg,east_asia,Streets in Beijing,File:Chinese girl on bicycle.JPG,https://commons.wikimedia.org/wiki/File:Chinese_girl_on_bicycle.JPG,public domain,Scottmeltzer,3008,2000,kept,
east_asia_0099.jpg,east_asia,Streets in Beijing,File:CN-pek-kaufhaus-drum-tower.jpg,https://commons.wikimedia.org/wiki/File:CN-pek-kaufhaus-drum-tower.jpg,cc by-sa 3.0,Bgabel,1402,931,kept,
east_asia_0100.jpg,east_asia,Streets in Beijing,"File:Construction time again, again.JPG","https://commons.wikimedia.org/wiki/File:Construction_time_again,_again.JPG",public domain,Scott Meltzer,3008,2000,kept,
east_asia_0101.jpg,east_asia,Streets in Beijing,File:Da zi (big words) banner.JPG,https://commons.wikimedia.org/wiki/File:Da_zi_(big_words)_banner.JPG,public domain,Scott Meltzer,3008,2000,rejected,other
east_asia_0102.jpg,east_asia,Streets in Beijing,"File:Felice Beato (British, born Italy - Shops and Street, Chinese City of Pekin, October 1860 - Google Art Project.jpg","https://commons.wikimedia.org/wiki/File:Felice_Beato_(British,_born_Italy_-_Shops_and_Street,_Chinese_City_of_Pekin,_October_1860_-_Google_Art_Project.jpg",public domain,Felice Beato,3988,3496,kept,
east_asia_0103.jpg,east_asia,Streets in Beijing,File:Gamble 484A 2792.jpg,https://commons.wikimedia.org/wiki/File:Gamble_484A_2792.jpg,public domain,"Gamble, Sidney D.",3950,3249,kept,
east_asia_0104.jpg,east_asia,Streets in Beijing,File:Gardener bike.jpg,https://commons.wikimedia.org/wiki/File:Gardener_bike.jpg,cc by 3.0,Burkhard,4000,3000,kept,
east_asia_0105.jpg,east_asia,Streets in Beijing,File:Hutongs (2667022750).jpg,https://commons.wikimedia.org/wiki/File:Hutongs_(2667022750).jpg,cc by-sa 2.0,"Peretz Partensky from San Francisco, USA",2048,1536,rejected,other
east_asia_0106.jpg,east_asia,Streets in Beijing,"File:Lady Street, Beijing China.JPG","https://commons.wikimedia.org/wiki/File:Lady_Street,_Beijing_China.JPG",public domain,Scottmeltzer,3008,2000,kept,
east_asia_0107.jpg,east_asia,Streets in Beijing,File:Liulichang1.jpg,https://commons.wikimedia.org/wiki/File:Liulichang1.jpg,cc by 2.0,Shazari,2560,1920,kept,
east_asia_0108.jpg,east_asia,Streets in Beijing,"File:Chang Ji-Men, outer city wall, Peking (NYPL Hades-2359248-4043604).jpg","https://commons.wikimedia.org/wiki/File:Chang_Ji-Men,_outer_city_wall,_Peking_(NYPL_Hades-2359248-4043604).jpg",public domain,Scan by NYPL,4601,3018,rejected,not-a-photo
